6011-9428-7480-2250	"The Puppy Shelter"
4730-9436-1722-6878	"The Puppy Shelter"
9394-6677-7988-8187	"The Puppy Shelter"
5129-6310-5014-7648	"The Puppy Shelter"
7591-2771-3652-7112	"The Puppy Shelter"
7070-8318-8185-5832	"The Puppy Shelter"
1936-5767-9989-8028	"The Puppy Shelter"
3536-2638-4941-4001	"The Puppy Shelter"
6735-7699-5111-8218	"The Puppy Shelter"
3939-4534-2792-3976	"The Puppy Shelter"
3017-7528-4360-3968	"The Puppy Shelter"
4686-9934-5292-9093	"The Puppy Shelter"
8701-2918-8830-7871	"The Puppy Shelter"
8815-1986-1042-7417	"The Puppy Shelter"
2170-8549-4630-9997	"The Puppy Shelter"
2998-8733-3814-3376	"The Puppy Shelter"
5902-9120-9666-3093	"The Puppy Shelter"
8742-7396-2484-8817	"The Puppy Shelter"
2476-8127-2405-9918	"The Puppy Shelter"
8987-7461-4283-5150	"The Puppy Shelter"
7135-1044-8464-2360	"The Puppy Shelter"
7920-4761-7547-2991	"The Puppy Shelter"
7107-2276-8509-5602	"The Puppy Shelter"
4870-2131-4528-6889	"The Puppy Shelter"
5171-5121-4801-7094	"The Puppy Shelter"
9446-6206-1927-8370	"The Puppy Shelter"
2126-9868-4855-5151	"The Puppy Shelter"
2064-2894-7631-3991	"The Puppy Shelter"
4971-9117-4172-2486	"The Puppy Shelter"
1469-9725-6377-6146	"The Puppy Shelter"
