5109-1516-7306-2983	"The Puppy Shelter"
2289-6105-4241-8129	"The Puppy Shelter"
8122-5136-3044-8759	"The Puppy Shelter"
2511-8355-4221-9277	"The Puppy Shelter"
4748-1204-6042-3729	"The Puppy Shelter"
6008-1745-8358-2385	"The Puppy Shelter"
2574-8396-6416-9381	"The Puppy Shelter"
9766-3904-5845-1500	"The Puppy Shelter"
7384-3072-8782-9420	"The Puppy Shelter"
7639-9408-6532-3957	"The Puppy Shelter"
7683-3000-6920-3497	"The Puppy Shelter"
2114-8868-1444-9934	"The Puppy Shelter"
7440-8978-7319-9144	"The Puppy Shelter"
6591-8298-8544-2802	"The Puppy Shelter"
2866-6440-3279-3685	"The Puppy Shelter"
7793-2521-1535-9738	"The Puppy Shelter"
9459-5716-2617-4125	"The Puppy Shelter"
1316-3118-8169-5207	"The Puppy Shelter"
9970-3053-9147-5219	"The Puppy Shelter"
6040-9822-5731-1773	"The Puppy Shelter"
6767-7357-1575-5370	"The Puppy Shelter"
3934-5742-3692-1718	"The Puppy Shelter"
8342-3137-6588-3526	"The Puppy Shelter"
5271-9703-2219-7036	"The Puppy Shelter"
4340-6369-3998-8053	"The Puppy Shelter"
1429-4246-2367-1740	"The Puppy Shelter"
6489-9750-6729-9773	"The Puppy Shelter"
4783-3411-4117-1533	"The Puppy Shelter"
5326-4009-6600-7844	"The Puppy Shelter"
6369-8836-6287-3745	"The Puppy Shelter"
