9177-7723-2270-4604	"The Puppy Shelter"
2924-2813-2082-3196	"The Puppy Shelter"
7757-3385-6965-5343	"The Puppy Shelter"
6022-2282-8565-1035	"The Puppy Shelter"
8798-6293-8923-5046	"The Puppy Shelter"
7166-9873-5792-8294	"The Puppy Shelter"
4605-9236-5139-2210	"The Puppy Shelter"
4229-8431-5803-1149	"The Puppy Shelter"
6448-6837-6907-4652	"The Puppy Shelter"
5669-6261-4261-5937	"The Puppy Shelter"
7006-3569-2388-6603	"The Puppy Shelter"
4554-5600-7620-8307	"The Puppy Shelter"
8146-1930-8869-7881	"The Puppy Shelter"
8761-7334-7540-3000	"The Puppy Shelter"
9560-8607-5556-4789	"The Puppy Shelter"
1740-1448-8490-7748	"The Puppy Shelter"
3907-3227-8975-7555	"The Puppy Shelter"
8724-6194-8661-1618	"The Puppy Shelter"
8681-4633-8345-9590	"The Puppy Shelter"
6896-7511-4608-8001	"The Puppy Shelter"
8663-1913-8002-2615	"The Puppy Shelter"
6199-5833-1283-9178	"The Puppy Shelter"
2882-1995-5731-9130	"The Puppy Shelter"
7219-8356-8314-5255	"The Puppy Shelter"
5556-1077-6785-4656	"The Puppy Shelter"
2463-5220-8942-3547	"The Puppy Shelter"
4675-3802-3493-8283	"The Puppy Shelter"
2675-2190-4378-5083	"The Puppy Shelter"
9259-7040-5880-7799	"The Puppy Shelter"
3955-8116-4652-6862	"The Puppy Shelter"
