5184-4133-3421-3758	"The Puppy Shelter"
2304-2884-9154-6440	"The Puppy Shelter"
9713-1602-8659-1367	"The Puppy Shelter"
1970-3771-9179-9532	"The Puppy Shelter"
7121-8518-2846-6303	"The Puppy Shelter"
7996-8763-4947-9629	"The Puppy Shelter"
9627-5290-8935-5932	"The Puppy Shelter"
5971-2093-7514-3265	"The Puppy Shelter"
6306-8075-9695-7431	"The Puppy Shelter"
1285-4471-8712-3999	"The Puppy Shelter"
4870-2725-3976-1942	"The Puppy Shelter"
5012-9449-7598-3725	"The Puppy Shelter"
6730-1388-4591-4753	"The Puppy Shelter"
3874-3450-3701-2244	"The Puppy Shelter"
1991-5993-5380-3969	"The Puppy Shelter"
5616-5336-1754-2068	"The Puppy Shelter"
5928-8018-2667-9765	"The Puppy Shelter"
6728-8355-3562-7679	"The Puppy Shelter"
7283-8919-8724-3345	"The Puppy Shelter"
1787-5305-3166-5007	"The Puppy Shelter"
6622-4512-8441-2558	"The Puppy Shelter"
6346-4654-4819-5357	"The Puppy Shelter"
5202-2762-8492-5153	"The Puppy Shelter"
3555-8492-5536-2534	"The Puppy Shelter"
3277-4036-1097-1131	"The Puppy Shelter"
4083-6504-3545-1687	"The Puppy Shelter"
9800-7798-3633-4951	"The Puppy Shelter"
6181-3233-9295-8250	"The Puppy Shelter"
9308-5059-4627-5079	"The Puppy Shelter"
4427-1036-2463-7519	"The Puppy Shelter"
