5617-1694-1451-4014	"The Puppy Shelter"
5978-9210-1494-7241	"The Puppy Shelter"
9377-8500-8534-9952	"The Puppy Shelter"
1889-7733-7279-3374	"The Puppy Shelter"
7504-2461-9511-9451	"The Puppy Shelter"
2051-4302-2071-1429	"The Puppy Shelter"
5626-5949-8587-8061	"The Puppy Shelter"
1244-9620-9184-4806	"The Puppy Shelter"
5579-8570-2047-3335	"The Puppy Shelter"
6415-3073-3368-9804	"The Puppy Shelter"
9721-4419-3723-2102	"The Puppy Shelter"
3650-2900-2563-5381	"The Puppy Shelter"
8017-8020-5125-3678	"The Puppy Shelter"
3087-7752-7599-9170	"The Puppy Shelter"
1861-6558-4470-4864	"The Puppy Shelter"
8510-6508-1958-8833	"The Puppy Shelter"
1904-1973-8335-6792	"The Puppy Shelter"
9910-9295-2175-6021	"The Puppy Shelter"
2568-6132-7310-6222	"The Puppy Shelter"
4194-2457-4493-9584	"The Puppy Shelter"
7478-4212-2381-5194	"The Puppy Shelter"
6392-8419-4151-5960	"The Puppy Shelter"
6832-3507-9885-2927	"The Puppy Shelter"
1778-4277-3921-8179	"The Puppy Shelter"
3569-7977-9766-6559	"The Puppy Shelter"
3547-4547-9636-7510	"The Puppy Shelter"
7827-3481-1515-1752	"The Puppy Shelter"
1065-6818-8474-9730	"The Puppy Shelter"
7967-7230-3325-6866	"The Puppy Shelter"
4629-7582-5419-4495	"The Puppy Shelter"
